DAY,IRRAD,TMIN,TMAX,VAP,WIND,RAIN
2005-03-02,3110.0,-1.5,0.2,0.527,3.1,4.3
2005-03-03,5962.0,-12.4,0.0,0.48,2.5,2.6
2005-03-04,8381.0,-16.3,-0.7,0.35,2.2,0.6
2005-03-05,7171.0,-4.8,1.1,0.49,2.9,2.5
2005-03-06,10714.0,-11.6,1.6,0.47,2.5,2.0
2005-03-07,7517.0,0.8,4.9,0.7,2.5,2.3
2005-03-08,5184.0,3.4,6.5,0.79,3.6,0.7
2005-03-09,5875.0,-1.5,7.7,0.75,2.5,0.6
2005-03-10,9072.0,-4.8,6.0,0.6,1.8,0.0
2005-03-11,1123.0,1.4,6.7,0.76,6.2,6.3
2005-03-12,6480.0,0.6,5.0,0.71,5.4,8.1
2005-03-13,8122.0,1.1,7.4,0.68,4.1,0.5
2005-03-14,5443.0,1.0,7.4,0.68,2.6,0.0
2005-03-15,11146.0,0.8,12.9,0.78,4.1,0.0
2005-03-16,11837.0,8.7,19.2,1.13,4.8,1.3
2005-03-17,4579.0,9.6,13.2,1.24,7.5,0.0
2005-03-18,2678.0,7.0,10.7,1.08,4.4,0.0
2005-03-19,4493.0,6.6,13.1,1.13,2.0,0.5
2005-03-20,13565.0,3.9,12.0,0.72,2.9,0.0
2005-03-21,15120.0,4.0,15.5,0.68,4.2,0.0
2005-03-22,9590.0,7.1,18.1,0.92,3.9,2.3
2005-03-23,15120.0,6.7,18.9,1.04,2.1,0.0
2005-03-24,11059.0,8.9,19.1,1.19,3.7,3.6
2005-03-25,11146.0,9.0,15.1,1.2,2.4,0.5
2005-03-26,11664.0,4.1,16.3,1.08,1.8,0.0
2005-03-27,9504.0,8.8,16.0,1.23,2.8,7.1
2005-03-28,6653.0,8.2,15.2,1.28,2.6,2.6
2005-03-29,7690.0,7.9,13.8,1.15,2.0,0.0
2005-03-30,9590.0,8.6,15.7,1.12,3.5,0.0
2005-03-31,15984.0,7.6,15.9,0.76,3.1,0.9
2005-04-01,17626.0,5.8,17.2,0.64,3.0,0.0
2005-04-02,19267.0,6.8,17.6,0.58,3.6,0.0
2005-04-03,17798.0,7.6,21.3,0.88,2.5,0.0
2005-04-04,14083.0,7.7,19.2,1.07,3.1,4.6
2005-04-05,16070.0,4.7,12.6,0.79,3.0,0.5
2005-04-06,9504.0,4.0,12.7,0.92,3.8,1.4
2005-04-07,11578.0,6.2,12.0,0.89,5.7,2.4
2005-04-08,13392.0,2.9,11.2,0.81,3.5,21.5
2005-04-09,12701.0,-0.2,7.7,0.7,3.4,4.5
2005-04-10,8122.0,2.4,11.8,0.92,2.8,0.8
2005-04-11,18144.0,4.0,16.8,0.91,1.7,0.0
2005-04-12,15898.0,1.4,15.9,0.86,1.4,0.0
2005-04-13,5875.0,6.8,12.8,1.17,2.9,7.3
2005-04-14,11232.0,10.0,16.9,1.09,2.8,1.6
2005-04-15,12701.0,6.3,18.4,1.03,3.0,0.9
2005-04-16,4147.0,6.6,10.3,0.48,2.6,6.5
2005-04-17,19008.0,6.2,15.0,1.2,2.1,0.0
2005-04-18,10886.0,4.6,16.4,1.12,2.3,0.7
2005-04-19,5875.0,3.0,11.8,1.03,1.5,16.9
2005-04-20,14342.0,5.4,13.6,0.8,2.3,2.5
2005-04-21,22378.0,2.2,15.4,0.64,2.0,0.0
2005-04-22,22723.0,-0.3,16.4,0.61,1.5,0.0
2005-04-23,22637.0,1.2,18.4,0.67,1.7,0.0
2005-04-24,17885.0,2.2,18.7,0.87,2.6,0.0
2005-04-25,15638.0,5.8,17.8,0.87,2.7,0.0
2005-04-26,8986.0,3.8,16.5,1.11,1.4,3.4
2005-04-27,18576.0,5.3,15.2,1.01,3.8,5.4
2005-04-28,15552.0,4.0,18.0,0.949,2.0,0.0
2005-04-29,11405.0,8.9,18.0,1.38,2.1,8.9
2005-04-30,9850.0,8.4,19.1,1.47,1.4,0.1
2005-05-01,20045.0,8.7,28.3,1.62,2.2,0.0
2005-05-02,7776.0,10.7,19.0,1.64,1.3,1.6
2005-05-03,8986.0,9.5,18.1,1.43,1.6,9.2
2005-05-04,10195.0,8.4,14.6,1.29,2.5,2.3
2005-05-05,16330.0,2.8,13.6,0.89,2.9,4.1
2005-05-06,15898.0,6.4,13.1,0.96,3.9,0.2
2005-05-07,9677.0,3.0,12.0,0.94,2.5,8.5
2005-05-08,17971.0,2.0,11.8,0.79,2.6,2.0
2005-05-09,17194.0,2.3,12.3,0.8,2.7,4.1
2005-05-10,17021.0,2.3,12.1,0.832,2.3,1.4
2005-05-11,19958.0,2.1,12.8,0.82,1.8,1.1
2005-05-12,22810.0,0.1,14.9,0.73,2.9,0.0
2005-05-13,18662.0,5.8,17.6,0.84,3.4,0.0
2005-05-14,21859.0,5.1,18.5,0.91,2.6,0.0
2005-05-15,14083.0,4.7,16.0,1.05,2.1,6.9
2005-05-16,12096.0,3.8,14.8,0.94,1.7,2.0
2005-05-17,19699.0,1.2,11.7,0.72,1.5,0.0
2005-05-18,24710.0,0.4,14.9,0.66,1.0,0.0
2005-05-19,20045.0,7.4,19.2,0.89,3.1,0.7
2005-05-20,12960.0,12.8,21.5,1.41,3.3,4.9
2005-05-21,20822.0,11.0,19.9,1.29,2.7,8.2
2005-05-22,26006.0,9.3,19.8,1.09,2.9,0.0
2005-05-23,23414.0,8.1,17.2,1.07,3.3,0.0
2005-05-24,14515.0,7.4,18.0,1.09,3.5,0.1
2005-05-25,22896.0,13.1,23.2,1.4,2.7,0.0
2005-05-26,23933.0,13.7,28.5,1.5,2.6,0.0
2005-05-27,26698.0,10.6,31.2,1.4,2.0,0.0
2005-05-28,26093.0,12.3,25.8,1.68,3.3,0.0
2005-05-29,20650.0,9.9,20.5,1.17,1.8,1.2
2005-05-30,4666.0,6.3,12.8,1.178,1.4,6.1
2005-05-31,20995.0,4.3,17.4,1.01,2.5,0.0
2005-06-01,26611.0,2.9,18.8,0.88,1.6,0.0
2005-06-02,8899.0,13.0,19.3,1.58,3.1,0.4
2005-06-03,18662.0,14.0,26.1,1.54,2.7,6.6
2005-06-04,11578.0,11.8,18.1,1.35,5.3,3.2
2005-06-05,11232.0,12.5,17.0,1.46,3.8,5.5
2005-06-06,13219.0,7.3,14.3,1.02,2.0,0.3
2005-06-07,15811.0,5.4,13.8,0.87,2.0,0.4
2005-06-08,27043.0,3.4,17.5,0.9,1.4,0.0
2005-06-09,24797.0,4.1,19.1,0.88,1.2,0.0
2005-06-10,23414.0,5.3,19.6,1.07,1.9,0.0
2005-06-11,17539.0,6.9,14.8,0.95,2.2,0.0
2005-06-12,13651.0,5.3,15.8,1.02,2.5,7.2
2005-06-13,20909.0,7.4,16.2,1.04,3.1,9.2
2005-06-14,29030.0,6.4,21.6,1.0,2.2,0.0
2005-06-15,22464.0,6.9,24.2,1.27,2.5,0.0
2005-06-16,21773.0,13.4,22.7,1.44,3.7,0.3
2005-06-17,10800.0,17.1,22.3,1.99,3.3,0.0
2005-06-18,28771.0,14.3,25.6,1.34,2.0,0.0
2005-06-19,29635.0,15.2,29.1,1.25,2.6,0.0
2005-06-20,27821.0,17.9,32.3,1.61,2.2,0.0
2005-06-21,22896.0,13.1,25.4,1.67,1.8,0.0
2005-06-22,19958.0,14.0,25.2,1.44,1.1,0.0
2005-06-23,27994.0,13.1,30.5,1.47,1.8,0.0
2005-06-24,26266.0,17.6,32.9,1.87,1.2,0.0
2005-06-25,8467.0,12.8,22.4,1.95,1.8,2.3
2005-06-26,25402.0,10.4,24.2,1.22,1.5,0.0
2005-06-27,27734.0,11.1,24.5,1.32,1.5,0.0
2005-06-28,29203.0,8.2,25.8,1.23,2.2,0.0
2005-06-29,16157.0,13.9,25.5,1.54,2.0,6.8
2005-06-30,13306.0,13.2,23.0,1.73,1.7,10.3
2005-07-01,16934.0,12.9,21.1,1.55,2.7,1.0
2005-07-02,8813.0,12.8,20.8,1.88,1.6,0.2
2005-07-03,22723.0,16.2,26.4,1.83,1.7,0.2
2005-07-04,10800.0,13.2,25.5,1.75,3.7,16.3
2005-07-05,15206.0,11.5,17.8,1.27,3.2,1.2
2005-07-06,10627.0,11.1,19.5,1.52,2.9,6.9
2005-07-07,16934.0,9.6,19.9,1.3,1.1,0.0
2005-07-08,9763.0,7.7,19.0,1.48,1.0,3.9
2005-07-09,23242.0,7.8,21.6,1.54,1.6,0.0
2005-07-10,24451.0,14.2,28.0,1.68,1.9,0.0
2005-07-11,24451.0,15.9,26.1,1.84,1.9,0.0
2005-07-12,24365.0,14.5,26.7,1.91,1.7,0.0
2005-07-13,25834.0,14.4,25.8,1.76,1.5,0.0
2005-07-14,25661.0,12.4,29.0,1.61,1.1,0.0
2005-07-15,22291.0,13.9,25.4,1.75,2.6,0.0
2005-07-16,20045.0,10.1,22.4,1.41,1.1,0.0
2005-07-17,20390.0,7.5,24.0,1.38,1.2,0.0
2005-07-18,17194.0,14.5,25.7,1.64,2.0,0.0
2005-07-19,19267.0,16.5,21.1,1.36,5.0,0.1
2005-07-20,14256.0,12.6,20.0,1.44,4.9,5.5
2005-07-21,7430.0,12.1,18.0,1.54,4.6,0.0
2005-07-22,7776.0,12.8,17.2,1.41,2.9,2.1
2005-07-23,12096.0,9.1,19.0,1.37,2.6,0.4
2005-07-24,15034.0,8.9,23.7,1.62,2.0,2.3
2005-07-25,10368.0,14.6,21.2,1.82,2.3,10.9
2005-07-26,11059.0,13.5,18.1,1.4,1.7,2.0
2005-07-27,8986.0,13.7,24.1,1.99,1.8,8.9
2005-07-28,20131.0,15.8,29.0,2.27,1.4,1.5
2005-07-29,14429.0,17.8,26.1,2.2,1.9,4.5
2005-07-30,14861.0,13.2,21.6,1.65,3.1,23.7
2005-07-31,7690.0,13.0,17.1,1.56,4.0,8.2
2005-08-01,13133.0,9.1,19.1,1.31,1.6,0.0
2005-08-02,22291.0,7.3,20.1,1.16,1.2,0.0
2005-08-03,15638.0,7.8,22.3,1.44,1.8,3.1
2005-08-04,23242.0,11.2,21.1,1.343,2.8,0.0
2005-08-05,7258.0,10.9,18.0,1.53,2.7,7.8
2005-08-06,14256.0,8.7,18.3,1.35,1.7,4.8
2005-08-07,18144.0,8.5,17.5,1.31,2.6,7.5
2005-08-08,14256.0,11.1,18.4,1.44,2.8,1.0
2005-08-09,13392.0,9.6,17.5,1.22,2.7,0.0
2005-08-10,14342.0,11.2,19.2,1.39,2.8,0.0
2005-08-11,12701.0,10.3,19.6,1.57,1.8,0.0
2005-08-12,8035.0,9.7,19.1,1.53,1.6,15.9
2005-08-13,15293.0,8.5,20.8,1.45,2.0,0.3
2005-08-14,13392.0,13.9,19.3,1.6,3.5,12.8
2005-08-15,7517.0,12.2,17.6,1.53,2.0,0.2
2005-08-16,16243.0,9.6,21.8,1.43,0.9,0.0
2005-08-17,22723.0,7.5,23.4,1.39,1.8,0.0
2005-08-18,21427.0,15.8,27.1,1.79,2.7,0.0
2005-08-19,12960.0,15.9,25.5,1.98,2.0,0.0
2005-08-20,11405.0,15.3,21.0,1.77,1.6,0.0
2005-08-21,14170.0,15.1,23.0,1.75,1.3,0.0
2005-08-22,10627.0,10.9,22.6,1.63,0.9,0.0
2005-08-23,7690.0,9.1,19.2,1.51,1.2,2.1
2005-08-24,17107.0,8.6,20.4,1.3,3.0,0.1
2005-08-25,8122.0,10.6,18.9,1.44,3.5,10.3
2005-08-26,14170.0,10.2,18.0,1.2,3.7,0.3
2005-08-27,10800.0,10.4,20.0,1.44,1.7,0.0
2005-08-28,19440.0,9.8,22.3,1.42,1.6,0.0
2005-08-29,20045.0,11.0,25.3,1.46,1.8,0.0
2005-08-30,19786.0,7.1,26.1,1.51,1.7,0.0
2005-08-31,19699.0,16.9,29.5,1.82,3.1,0.0
2005-09-01,10195.0,15.5,22.7,1.98,2.8,0.4
2005-09-02,18230.0,12.8,24.2,1.79,1.5,0.0
2005-09-03,11232.0,14.7,23.9,1.7,2.5,0.0
2005-09-04,18749.0,14.8,25.0,1.6,3.0,0.0
2005-09-05,19181.0,16.5,27.3,1.46,3.1,0.0
2005-09-06,13910.0,11.8,26.0,1.86,1.1,0.0
2005-09-07,14342.0,13.6,25.0,1.81,1.4,0.0
2005-09-08,16675.0,14.7,27.8,1.82,1.7,0.0
2005-09-09,12182.0,14.8,26.6,2.03,1.2,5.3
2005-09-10,11232.0,15.4,25.3,2.12,1.4,8.4
2005-09-11,3197.0,16.3,19.6,1.94,1.5,8.2
2005-09-12,9158.0,9.9,21.3,1.5,1.6,0.0
2005-09-13,15120.0,9.0,21.6,1.36,0.8,0.0
2005-09-14,4666.0,11.3,18.6,1.75,3.0,0.6
2005-09-15,5011.0,11.9,19.5,1.67,1.5,19.4
2005-09-16,13738.0,6.8,16.2,1.11,2.4,6.6
2005-09-17,14083.0,3.6,16.0,0.99,1.2,0.6
2005-09-18,16589.0,2.4,18.3,0.92,0.8,0.0
2005-09-19,16070.0,3.6,19.8,0.91,0.9,0.0
2005-09-20,15120.0,3.2,21.7,1.02,0.7,0.0
2005-09-21,14861.0,3.5,21.0,1.06,1.0,0.0
2005-09-22,14602.0,5.8,21.9,1.17,1.2,0.0
2005-09-23,13565.0,5.9,21.8,1.34,1.7,0.0
2005-09-24,10541.0,10.9,19.4,1.48,1.2,0.5
2005-09-25,9936.0,11.5,20.4,1.5,2.4,0.5
2005-09-26,7949.0,11.9,19.3,1.44,2.3,4.7
2005-09-27,3974.0,12.5,17.6,1.51,3.0,0.9
2005-09-28,12528.0,10.4,17.1,1.21,3.4,0.0
2005-09-29,10282.0,8.1,15.3,1.2,3.7,6.4
2005-09-30,4061.0,8.4,15.0,1.29,3.0,3.3
2005-10-01,9418.0,7.4,17.0,1.3,2.6,1.6
2005-10-02,11837.0,7.0,16.7,1.15,1.3,0.6
2005-10-03,9245.0,3.3,17.3,1.1,1.1,0.0
2005-10-04,5702.0,5.7,16.4,1.21,2.2,0.0
2005-10-05,10109.0,10.2,19.3,1.44,2.2,0.0
2005-10-06,8813.0,5.7,19.5,1.38,1.3,0.0
2005-10-07,10714.0,4.8,20.3,1.2,1.3,0.0
2005-10-08,5962.0,7.3,17.9,1.46,1.4,0.0
2005-10-09,4234.0,9.5,17.7,1.46,1.2,0.2
2005-10-10,10282.0,11.0,22.0,1.48,2.7,0.0
2005-10-11,10282.0,11.3,21.0,1.43,2.8,0.0
2005-10-12,10282.0,11.2,21.4,1.404,2.8,0.0
2005-10-13,10109.0,8.9,22.0,1.32,1.9,0.0
2005-10-14,7085.0,8.8,20.9,1.49,0.9,0.0
2005-10-15,9850.0,5.5,19.2,1.2,2.2,0.0
2005-10-16,10195.0,7.6,17.8,0.91,4.0,0.0
2005-10-17,10541.0,5.7,14.2,0.83,4.3,0.0
2005-10-18,10022.0,6.4,14.7,0.83,4.4,0.0
2005-10-19,2074.0,6.5,11.9,1.06,3.7,2.8
2005-10-20,6826.0,8.9,16.0,1.23,3.5,1.1
2005-10-21,2160.0,7.8,16.8,1.38,3.4,9.7
2005-10-22,3197.0,10.5,14.1,1.32,3.6,1.0
2005-10-23,4493.0,8.6,14.1,1.25,1.9,3.2
2005-10-24,691.0,9.0,15.1,1.4,3.9,15.5
2005-10-25,1814.0,13.2,15.8,1.45,6.1,4.4
2005-10-26,6134.0,12.4,17.4,1.46,3.5,0.0
2005-10-27,7603.0,12.6,21.5,1.52,3.1,0.0
2005-10-28,5789.0,13.5,20.3,1.54,2.9,0.0
2005-10-29,5702.0,13.4,20.7,1.63,2.8,0.0
2005-10-30,7517.0,13.9,20.4,1.5,3.4,0.0
2005-10-31,6134.0,12.6,20.0,1.5,3.1,0.0
2005-11-01,5530.0,6.8,15.9,1.24,3.2,0.4
2005-11-02,1210.0,7.2,15.2,1.37,4.0,5.9
2005-11-03,5616.0,13.5,18.6,1.43,4.6,0.2
2005-11-04,2851.0,8.5,15.5,1.33,3.0,1.0
2005-11-05,4234.0,5.6,11.4,0.98,3.0,0.0
2005-11-06,6480.0,8.0,14.6,1.11,4.1,0.1
2005-11-07,1987.0,8.4,13.4,1.22,2.9,1.5
2005-11-08,5098.0,7.9,16.6,1.17,3.5,0.0
2005-11-09,2246.0,5.9,12.7,1.05,2.0,0.0
2005-11-10,4234.0,3.2,12.2,1.01,3.5,1.5
2005-11-11,1987.0,10.3,14.0,1.27,5.0,0.4
2005-11-12,1728.0,7.5,10.7,1.08,2.8,0.2
2005-11-13,4925.0,1.8,12.6,0.94,0.7,0.0
2005-11-14,5270.0,-0.4,10.8,0.77,1.7,0.0
2005-11-15,518.0,4.7,9.0,0.98,2.7,4.3
2005-11-16,3456.0,3.2,7.5,0.84,2.8,5.2
2005-11-17,3888.0,0.3,7.6,0.74,1.9,1.5
2005-11-18,5098.0,-2.9,9.1,0.67,1.1,0.1
2005-11-19,2938.0,-4.2,4.1,0.64,1.1,0.0
2005-11-20,1296.0,1.6,6.4,0.83,1.7,0.1
2005-11-21,2333.0,3.0,11.9,0.92,2.2,0.1
2005-11-22,2419.0,-0.8,5.2,0.67,1.4,0.0
2005-11-23,1555.0,1.6,5.0,0.76,0.7,0.5
2005-11-24,605.0,0.9,5.3,0.77,3.9,8.5
2005-11-25,86.0,0.2,4.0,0.685,8.6,50.4
2005-11-26,432.0,0.1,1.3,0.63,2.2,12.4
2005-11-27,2419.0,-2.0,1.3,0.604,0.9,3.5
2005-11-28,1296.0,-1.7,2.6,0.661,1.7,0.0
2005-11-29,1555.0,0.2,4.0,0.71,1.9,0.0
2005-11-30,2765.0,-0.8,4.5,0.68,2.6,0.1
2005-12-01,3974.0,0.0,3.2,0.6,4.1,0.0
2005-12-02,1469.0,-0.2,6.3,0.67,4.7,0.3
2005-12-03,950.0,4.8,8.6,0.91,4.9,0.2
2005-12-04,2333.0,6.4,9.7,1.01,3.5,4.5
2005-12-05,1382.0,5.7,7.4,0.93,3.4,0.3
2005-12-06,518.0,4.8,6.2,0.89,2.4,0.0
2005-12-07,2678.0,4.2,9.1,0.89,3.2,1.9
2005-12-08,2592.0,-0.4,7.3,0.79,1.6,0.0
2005-12-09,2678.0,-3.9,4.0,0.64,1.0,0.0
2005-12-10,1728.0,-5.2,-0.6,0.51,1.1,0.0
2005-12-11,432.0,-1.3,4.3,0.69,1.5,0.0
2005-12-12,1814.0,3.8,8.5,0.87,1.2,0.1
2005-12-13,778.0,4.7,7.6,0.87,1.2,0.0
2005-12-14,2851.0,3.9,8.8,0.9,2.1,0.4
2005-12-15,1382.0,5.6,9.6,0.95,4.1,2.7
2005-12-16,1728.0,1.4,9.6,0.85,5.6,11.9
2005-12-17,2333.0,-0.8,3.6,0.62,3.1,2.6
2005-12-18,3197.0,-1.2,4.0,0.65,3.0,0.9
2005-12-19,2246.0,0.5,7.9,0.76,3.0,2.6
2005-12-20,605.0,2.3,4.9,0.8,3.0,0.1
2005-12-21,1210.0,3.1,6.1,0.84,3.2,1.2
2005-12-22,1728.0,6.1,8.4,0.98,2.4,3.1
2005-12-23,864.0,6.6,8.1,0.97,3.2,0.6
2005-12-24,1469.0,3.0,8.9,0.95,2.3,0.0
2005-12-25,3715.0,0.4,6.7,0.75,1.2,0.2
2005-12-26,2592.0,-3.4,5.7,0.64,1.8,0.6
2005-12-27,1642.0,-2.7,-0.3,0.5,3.0,0.0
2005-12-28,3197.0,-5.9,0.3,0.43,2.1,0.0
2005-12-29,3024.0,-7.2,1.6,0.52,2.2,0.0
2005-12-30,2246.0,-3.3,-0.1,0.49,4.9,5.2
2005-12-31,691.0,-0.1,6.0,0.812,4.0,4.1
2006-01-01,605.0,-2.1,5.6,0.78,2.0,0.0
2006-01-02,1382.0,-4.2,5.0,0.61,0.8,0.0
2006-01-03,3197.0,-4.5,4.1,0.59,1.2,0.0
2006-01-04,1210.0,-0.4,3.0,0.64,2.3,0.0
2006-01-05,518.0,-1.0,2.2,0.59,3.7,0.0
2006-01-06,864.0,1.3,2.6,0.65,3.3,0.0
2006-01-07,2333.0,1.4,3.4,0.66,3.3,0.0
2006-01-08,1123.0,0.9,3.9,0.64,2.9,0.0
2006-01-09,3802.0,-4.1,1.6,0.53,1.9,0.0
2006-01-10,2333.0,-2.1,4.1,0.64,2.9,0.0
2006-01-11,432.0,1.3,4.9,0.76,4.0,6.4
2006-01-12,1037.0,1.8,4.9,0.73,2.5,0.0
2006-01-13,3888.0,-0.9,3.9,0.62,3.0,0.0
2006-01-14,4147.0,-2.0,5.1,0.3,2.8,0.0
2006-01-15,4320.0,-3.7,0.8,0.48,2.8,0.0
2006-01-16,3888.0,-4.2,3.6,0.55,3.4,0.5
2006-01-17,346.0,3.0,6.2,0.83,3.4,6.8
2006-01-18,2419.0,-2.7,7.5,0.73,1.7,0.2
2006-01-19,691.0,-2.2,8.6,0.81,2.5,2.1
2006-01-20,605.0,3.5,9.6,0.95,4.3,4.7
2006-01-21,2419.0,2.6,7.7,0.81,3.7,0.7
2006-01-22,778.0,-2.4,2.7,0.57,2.4,0.0
2006-01-23,5443.0,-4.7,-0.6,0.35,3.6,0.0
2006-01-24,4666.0,-5.2,2.2,0.34,2.6,0.0
2006-01-25,2160.0,-6.3,4.8,0.58,2.6,1.0
2006-01-26,1296.0,-0.2,2.0,0.52,3.8,0.0
2006-01-27,2938.0,-6.3,-0.2,0.36,2.9,0.0
2006-01-28,5875.0,-7.3,2.4,0.3,2.2,0.0
2006-01-29,6394.0,-5.5,5.1,0.39,2.3,0.0
2006-01-30,2851.0,1.3,4.7,0.68,2.2,0.0
2006-01-31,5443.0,-4.6,4.8,0.6,1.6,0.0
2006-02-01,2160.0,-4.8,-2.1,0.46,1.5,0.0
2006-02-02,864.0,-4.8,-2.5,0.47,1.1,0.0
2006-02-03,1210.0,-3.2,3.1,0.58,1.3,0.0
2006-02-04,2160.0,-0.5,7.1,0.7,1.6,0.0
2006-02-05,691.0,0.6,5.2,0.69,1.6,1.2
2006-02-06,1210.0,1.2,5.9,0.76,2.7,0.2
2006-02-07,1642.0,4.4,8.0,0.88,4.4,0.8
2006-02-08,3715.0,2.5,7.1,0.8,5.6,15.5
2006-02-09,5789.0,0.3,5.9,0.64,5.5,2.6
2006-02-10,1210.0,0.6,3.2,0.68,2.3,0.9
2006-02-11,1469.0,0.1,3.2,0.66,0.9,0.0
2006-02-12,1814.0,-1.4,2.0,0.62,2.8,3.0
2006-02-13,3110.0,1.3,4.1,0.66,3.2,0.0
2006-02-14,3629.0,2.9,8.8,0.83,3.3,0.8
2006-02-15,1642.0,4.9,10.1,0.94,4.8,12.4
2006-02-16,3802.0,4.1,10.1,0.92,3.1,6.3
2006-02-17,1382.0,3.3,6.9,0.84,4.0,7.4
2006-02-18,3888.0,1.0,6.7,0.77,2.1,0.1
2006-02-19,5702.0,1.8,8.5,0.8,3.3,0.2
2006-02-20,1555.0,2.3,4.6,0.68,4.0,0.0
2006-02-21,2246.0,1.8,3.2,0.69,3.7,2.0
2006-02-22,1296.0,0.2,3.2,0.54,3.9,0.0
2006-02-23,7862.0,-2.2,3.6,0.435,2.0,0.0
2006-02-24,9763.0,-1.9,4.8,0.43,5.4,0.0
2006-02-25,11059.0,-2.0,4.3,0.45,4.4,0.0
2006-02-26,7171.0,-1.7,5.2,0.48,2.6,0.0
2006-02-27,3283.0,-0.7,4.4,0.64,2.0,2.2
2006-02-28,3888.0,-1.3,4.7,0.66,3.3,8.0
2006-03-01,6912.0,-1.9,3.1,0.58,4.7,3.2
2006-03-02,8640.0,-2.6,3.5,0.55,3.7,3.5
2006-03-03,6048.0,-6.8,1.9,0.53,1.0,2.0
2006-03-04,9850.0,-6.6,3.8,0.51,2.1,0.7
2006-03-05,7776.0,-3.2,4.4,0.62,3.6,3.4
2006-03-06,10627.0,-0.4,5.6,0.62,3.0,8.3
2006-03-07,9504.0,-1.5,6.8,0.57,2.0,0.4
2006-03-08,1382.0,1.4,6.5,0.75,3.5,17.0
2006-03-09,2851.0,4.6,7.7,0.95,2.4,6.5
2006-03-10,2678.0,2.5,7.1,0.8,3.6,7.4
2006-03-11,3802.0,-5.0,3.4,0.52,3.0,0.0
2006-03-12,12269.0,-6.7,2.4,0.33,1.3,0.0
2006-03-13,14429.0,-5.6,2.6,0.35,3.0,0.0
2006-03-14,11664.0,-3.7,4.8,0.4,3.6,0.0
2006-03-15,14170.0,-2.4,6.1,0.46,2.9,0.0
2006-03-16,2851.0,-1.0,2.8,0.54,3.2,0.0
2006-03-17,4320.0,-0.7,3.3,0.55,3.3,0.0
2006-03-18,14170.0,-1.4,5.0,0.57,3.3,0.0
2006-03-19,10800.0,-2.8,7.6,0.66,1.9,0.0
2006-03-20,11578.0,-0.4,9.7,0.63,1.9,0.0
2006-03-21,14256.0,-3.6,6.7,0.44,2.5,0.0
2006-03-22,9936.0,-4.9,6.3,0.44,1.6,0.0
2006-03-23,17194.0,-5.5,9.0,0.4,3.5,0.0
2006-03-24,6480.0,1.4,10.0,0.74,4.2,1.1
2006-03-25,7862.0,7.8,14.7,1.09,3.4,6.8
2006-03-26,11146.0,11.3,18.0,1.41,4.9,8.2
2006-03-27,7862.0,10.0,18.3,1.26,4.8,2.4
2006-03-28,11923.0,7.1,13.6,0.89,5.6,1.0
2006-03-29,8986.0,6.8,11.8,0.91,4.1,4.2
2006-03-30,7690.0,7.7,15.7,1.19,6.0,11.6
2006-03-31,9677.0,9.4,14.8,1.148,6.9,2.4
2006-04-01,10800.0,5.6,14.8,1.043,4.4,2.0
2006-04-02,8726.0,4.9,12.5,0.932,5.3,2.8
2006-04-03,9677.0,2.7,11.1,0.796,4.7,3.9
2006-04-04,12096.0,-0.2,8.8,0.67,2.6,1.1
2006-04-05,16502.0,-1.7,8.4,0.58,2.2,0.0
2006-04-06,13306.0,-0.6,10.4,0.55,3.6,0.0
2006-04-07,9850.0,2.9,10.9,0.76,3.0,1.3
2006-04-08,7430.0,3.0,9.5,0.81,4.4,6.6
2006-04-09,19008.0,-0.1,11.1,0.67,3.2,0.0
2006-04-10,16157.0,-1.5,10.6,0.65,2.1,0.1
2006-04-11,11664.0,-1.6,9.7,0.63,3.7,3.3
2006-04-12,8035.0,4.4,11.2,0.86,3.5,1.6
2006-04-13,5962.0,7.0,13.5,1.09,5.0,2.4
2006-04-14,14515.0,2.2,13.2,0.86,3.3,0.0
2006-04-15,8899.0,-0.4,12.8,0.91,2.9,3.2
2006-04-16,13219.0,9.2,15.3,1.15,3.4,1.4
2006-04-17,12874.0,7.7,14.2,0.93,3.6,0.2
2006-04-18,12874.0,6.1,14.7,0.92,3.0,0.0
2006-04-19,14774.0,3.8,14.8,0.99,2.8,0.0
2006-04-20,15552.0,5.7,16.0,0.96,2.1,0.0
2006-04-21,14861.0,7.7,19.3,1.06,1.5,0.3
2006-04-22,4925.0,5.0,10.3,0.96,1.9,0.0
2006-04-23,12960.0,0.9,14.0,0.95,1.5,0.0
2006-04-24,17453.0,8.4,18.6,1.02,2.0,0.0
2006-04-25,20131.0,9.2,21.9,1.16,2.2,0.0
2006-04-26,8035.0,5.6,16.7,1.27,1.9,2.1
2006-04-27,22032.0,4.3,16.9,0.93,2.2,0.0
2006-04-28,17107.0,1.7,13.2,0.809,2.6,0.1
2006-04-29,9158.0,3.2,10.8,0.796,2.0,8.6
2006-04-30,15034.0,2.6,11.5,0.714,1.4,0.0
2006-05-01,8208.0,3.6,10.4,0.97,3.5,4.0
2006-05-02,20304.0,5.2,18.6,1.08,2.6,0.0
2006-05-03,18490.0,11.6,25.0,1.39,2.2,0.0
2006-05-04,20822.0,9.0,25.7,1.11,3.1,0.0
2006-05-05,22550.0,13.7,24.4,1.17,3.0,0.0
2006-05-06,22810.0,11.2,23.9,0.89,3.2,0.0
2006-05-07,20822.0,13.7,23.9,0.79,4.2,0.0
2006-05-08,20650.0,12.4,24.5,0.94,4.0,0.0
2006-05-09,23846.0,10.8,24.7,0.91,3.4,0.0
